chr	start	end	strand	ens	Symbol
chr2	25561399	25563399	+	ENSMUSG00000049086	Bmyc
chr4	43393851	43395851	+	ENSMUSG00000035969	Rusc2
chr11	62573738	62575738	+	ENSMUSG00000086674	Gm12283
chr5	124698769	124700769	-	ENSMUSG00000029406	Pitpnm2
chr15	88904554	88906554	+	ENSMUSG00000015363	Trabd
chr5	149760826	149762826	+	ENSMUSG00000079069	8430423G03Rik
chr12	8953735	8955735	+	ENSMUSG00000020583	Matn3
chr6	41067863	41069863	+	ENSMUSG00000076468	Trbv12-2
chr6	134581506	134583506	-	ENSMUSG00000032718	Mansc1
chr6	95667792	95669792	-	ENSMUSG00000061838	Suclg2
chr10	14479526	14481526	-	ENSMUSG00000090645	B230364G03Rik
chr9	103131637	103133637	-	ENSMUSG00000090639	Gm20425
chr8	4216459	4218459	-	ENSMUSG00000064125	BC068157
chr6	113231301	113233301	+	ENSMUSG00000030270	Cpne9
chr11	3041051	3043051	+	ENSMUSG00000087111	Gm11399
chr2	19292067	19294067	+	ENSMUSG00000023094	Msrb2
chr9	122831190	122833190	+	ENSMUSG00000057895	Zfp105
chr2	166098408	166100408	+	ENSMUSG00000084840	Gm11468
chr11	5160561	5162561	-	ENSMUSG00000020393	Kremen1
chr7	63096115	63098115	+	ENSMUSG00000030447	Cyfip1
chr4	138865659	138867659	+	ENSMUSG00000028743	Akr7a5
chrX	48558709	48560709	-	ENSMUSG00000036109	Mbnl3
chr6	48344407	48346407	-	ENSMUSG00000086383	Gm16630
chr4	137219641	137221641	+	ENSMUSG00000041351	Rap1gap
chr11	42232259	42234259	+	ENSMUSG00000007653	Gabrb2
chr2	19830407	19832407	+	ENSMUSG00000036617	Etl4
chr1	156992910	156994910	-	ENSMUSG00000026471	Mr1
chr4	146913327	146915327	+	ENSMUSG00000078160	Gm16503
chr9	24499737	24501737	-	ENSMUSG00000085576	Dpy19l2
chr12	80006951	80008951	-	ENSMUSG00000021118	Plek2
chr6	116056669	116058669	+	ENSMUSG00000092625	Gm20404
chr13	62987822	62989822	+	ENSMUSG00000091141	Gm17367
chr12	85378329	85380329	+	ENSMUSG00000052392	Acot4
chr17	47862791	47864791	+	ENSMUSG00000023987	Pgc
chr5	91068513	91070513	-	ENSMUSG00000029370	Rassf6
chr17	35641982	35643982	+	ENSMUSG00000024406	Pou5f1
chr17	23813416	23815416	-	ENSMUSG00000023905	Tnfrsf12a
chr4	21934336	21936336	-	ENSMUSG00000080997	Gm11885
chr11	34933726	34935726	+	ENSMUSG00000056427	Slit3
chr8	32221292	32223292	+	ENSMUSG00000039328	Rnf122
chr19	10943430	10945430	-	ENSMUSG00000024736	Tmem132a
chr15	98506892	98508892	-	ENSMUSG00000054855	Rnd1
chr11	79067173	79069173	-	ENSMUSG00000017677	Wsb1
chr3	59147178	59149178	-	ENSMUSG00000036334	Igsf10
chr8	25706481	25708481	-	ENSMUSG00000031551	Ido1
chr15	84961387	84963387	-	ENSMUSG00000022432	Smc1b
chr6	101147563	101149563	+	ENSMUSG00000091352	Gm17519
chr11	115157977	115159977	-	ENSMUSG00000044788	Fads6
chr1	13363164	13365164	-	ENSMUSG00000005886	Ncoa2
chr7	19988453	19990453	-	ENSMUSG00000040714	Klc3
chr7	16714509	16716509	+	ENSMUSG00000030376	Slc8a2
chr15	61868542	61870542	+	ENSMUSG00000072566	Pvt1
chr10	81036306	81038306	+	ENSMUSG00000034771	Tle2
chr5	137790337	137792337	+	ENSMUSG00000029710	Ephb4
chr7	132694785	132696785	+	ENSMUSG00000030748	Il4ra
chr14	47440917	47442917	-	ENSMUSG00000062014	Gmfb
chr11	117123751	117125751	-	ENSMUSG00000086050	Gm16045
chr7	50760310	50762310	-	ENSMUSG00000013353	4931406B18Rik
chr11	100620256	100622256	-	ENSMUSG00000035355	Kcnh4
chr7	28437934	28439934	+	ENSMUSG00000007944	Ttc9b
chr5	110771168	110773168	-	ENSMUSG00000029503	P2rx2
chr13	35997228	35999228	-	ENSMUSG00000021418	Rpp40
chr6	17641933	17643933	+	ENSMUSG00000029534	St7
chr19	58867951	58869951	-	ENSMUSG00000026931	1700019N19Rik
chr16	14360651	14362651	+	ENSMUSG00000023088	Abcc1
chr2	106489521	106491521	-	ENSMUSG00000085218	BB218582
chr19	11892893	11894893	-	ENSMUSG00000041488	Stx3
chr11	3093266	3095266	-	ENSMUSG00000086049	Gm12735
chr4	147661074	147663074	-	ENSMUSG00000041544	Ptchd2
chr13	23556770	23558770	-	ENSMUSG00000000706	Btn1a1
chr17	9861569	9863569	-	ENSMUSG00000046173	Pabpc6
chr5	135498352	135500352	+	ENSMUSG00000007207	Stx1a
chr6	35275141	35277141	-	ENSMUSG00000047420	Fam180a
chr2	121114336	121116336	+	ENSMUSG00000027254	Mtap1a
chr16	46009331	46011331	-	ENSMUSG00000087141	Plcxd2
chr15	79345838	79347838	+	ENSMUSG00000010830	Kdelr3
chr2	156600156	156602156	+	ENSMUSG00000067818	Myl9
chr8	108138366	108140366	+	ENSMUSG00000089432	Mir1966
chr7	16551916	16553916	-	ENSMUSG00000074364	Ehd2
chr11	117059975	117061975	+	ENSMUSG00000059248	Aug-05
chr14	41885200	41887200	+	ENSMUSG00000021790	Dydc1
chr1	9620256	9622256	-	ENSMUSG00000079671	2610203C22Rik
chr15	89353108	89355108	-	ENSMUSG00000086602	Gm15609
chr5	115372249	115374249	+	ENSMUSG00000041827	Oasl1
chr18	35715686	35717686	+	ENSMUSG00000065649	Snora74a
chr1	65096723	65098723	-	ENSMUSG00000070870	Cryge
chr7	52894347	52896347	+	ENSMUSG00000042918	Mamstr
chr7	29415351	29417351	-	ENSMUSG00000037469	C330005M16Rik
chr1	40141698	40143698	-	ENSMUSG00000086705	Gm16894
chr4	135241202	135243202	+	ENSMUSG00000062157	Il28ra
chr7	127812857	127814857	-	ENSMUSG00000030887	Pdzd9
chr1	173957575	173959575	-	ENSMUSG00000026556	Vangl2
chr18	61695190	61697190	-	ENSMUSG00000045094	Arhgef37
chr2	92368850	92370850	+	ENSMUSG00000085293	Gm13817
chr7	3218190	3220190	+	ENSMUSG00000078041	Mir292
chr12	111975154	111977154	+	ENSMUSG00000037957	Wdr20a
chr18	37677007	37679007	+	ENSMUSG00000073591	Pcdhb22
chr19	56899699	56901699	+	ENSMUSG00000025081	Tdrd1
chr3	129524423	129526423	-	ENSMUSG00000028012	Rrh
chr11	59425468	59427468	+	ENSMUSG00000044061	Olfr225
chr11	3092466	3094466	-	ENSMUSG00000023764	Sfi1
chr15	100254503	100256503	-	ENSMUSG00000023030	Slc11a2
chr11	50049511	50051511	+	ENSMUSG00000085364	Gm16641
chr7	20381158	20383158	-	ENSMUSG00000040525	Cblc
chr11	114793185	114795185	+	ENSMUSG00000083677	Gm11699
chr5	138055855	138057855	+	ENSMUSG00000081228	Gm16089
chr5	118604467	118606467	-	ENSMUSG00000032867	Fbxw8
chr9	43941568	43943568	-	ENSMUSG00000074408	Gm10687
chr17	80962174	80964174	-	ENSMUSG00000033966	Cdkl4
chr7	5002134	5004134	+	ENSMUSG00000055633	Zfp580
chr8	124805041	124807041	+	ENSMUSG00000049577	Zfpm1
chr11	69795019	69797019	-	ENSMUSG00000018565	Rai12
chr10	74494331	74496331	-	ENSMUSG00000009070	Rtdr1
chr3	95230593	95232593	+	ENSMUSG00000091761	Gm4349
chr4	122671895	122673895	+	ENSMUSG00000028654	Mycl1
chr2	103211921	103213921	-	ENSMUSG00000087278	A930006I01Rik
chr18	44987319	44989319	+	ENSMUSG00000034653	Ythdc2
chr2	66472009	66474009	-	ENSMUSG00000075316	Scn9a
chr2	167359942	167361942	-	ENSMUSG00000082687	Gm11474
chr4	91066476	91068476	-	ENSMUSG00000008489	Elavl2
chr9	73957138	73959138	+	ENSMUSG00000044976	Wdr72
chr13	41204357	41206357	-	ENSMUSG00000021362	Gcm2
chr11	58409847	58411847	+	ENSMUSG00000056564	Olfr324
chr10	42482441	42484441	-	ENSMUSG00000091810	Gm17442
chr9	67606244	67608244	+	ENSMUSG00000091956	C2cd4b
chr17	48484726	48486726	+	ENSMUSG00000023992	Trem2
chr1	74759148	74761148	+	ENSMUSG00000026170	Cyp27a1
chr1	138111651	138113651	+	ENSMUSG00000091279	Gm17643
chr9	64798414	64800414	-	ENSMUSG00000034452	Slc24a1
chr7	149717704	149719704	+	ENSMUSG00000037772	Mrpl23
chr18	37479035	37481035	+	ENSMUSG00000063687	Pcdhb5
chr7	88637811	88639811	-	ENSMUSG00000062444	Ap3b2
chr10	79099663	79101663	-	ENSMUSG00000020312	Shc2
chr15	76123864	76125864	+	ENSMUSG00000071724	Gm10345
chr3	51711738	51713738	-	ENSMUSG00000074602	Gm10728
chr17	48072039	48074039	+	ENSMUSG00000084288	Gm5228
chr8	107870853	107872853	-	ENSMUSG00000014778	Fhod1
chr4	139478264	139480264	+	ENSMUSG00000087628	Gm13028
chr14	62910426	62912426	+	ENSMUSG00000021932	Rnaseh2b
chr9	54407025	54409025	-	ENSMUSG00000037493	Cib2
chr10	60735186	60737186	-	ENSMUSG00000059901	Adamts14
chr6	23081986	23083986	-	ENSMUSG00000029695	Aass
chr5	38428981	38430981	+	ENSMUSG00000029125	Stx18
chr7	52620533	52622533	+	ENSMUSG00000049661	Mtag2
chr18	74599590	74601590	+	ENSMUSG00000025885	Myo5b
chr1	137480932	137482932	-	ENSMUSG00000009418	Nav1
chr4	11630604	11632604	+	ENSMUSG00000028214	Gem
chr2	163222729	163224729	-	ENSMUSG00000017817	Jph2
chr14	9497754	9499754	-	ENSMUSG00000021747	4930452B06Rik
chr13	101385926	101387926	-	ENSMUSG00000021636	Marveld2
chr12	75403326	75405326	-	ENSMUSG00000079062	Gm11043
chr11	7096785	7098785	+	ENSMUSG00000020429	Igfbp1
chr6	118404546	118406546	-	ENSMUSG00000030145	Zfp248
chr17	33660149	33662149	+	ENSMUSG00000024299	Adamts10
chr7	25916531	25918531	-	ENSMUSG00000008496	Pou2f2
chr16	14310934	14312934	+	ENSMUSG00000085612	Gm15868
chr4	129984918	129986918	-	ENSMUSG00000073752	Gm10570
chr7	128176959	128178959	+	ENSMUSG00000030876	Mettl9
chr8	87537307	87539307	-	ENSMUSG00000052819	Best2
chr15	89283344	89285344	+	ENSMUSG00000022619	Mapk8ip2
chr4	153415786	153417786	-	ENSMUSG00000039492	Ccdc27
chr16	45408166	45410166	-	ENSMUSG00000022661	Cd200
chr15	99124518	99126518	+	ENSMUSG00000023007	Prpf40b
chr14	13654593	13656593	-	ENSMUSG00000054423	Cadps
chr4	116820528	116822528	+	ENSMUSG00000070834	Gm13015
chr7	135072627	135074627	-	ENSMUSG00000030800	Prss8
chr4	15807411	15809411	+	ENSMUSG00000028222	Calb1
chr6	58973543	58975543	-	ENSMUSG00000037709	Fam13a
chr2	156438441	156440441	+	ENSMUSG00000061689	Dlgap4
chr4	9595491	9597491	-	ENSMUSG00000028207	Asph
chr7	148645993	148647993	+	ENSMUSG00000048200	Efcab4a
chr1	55282626	55284626	-	ENSMUSG00000025978	Rftn2
chr6	72046607	72048607	+	ENSMUSG00000056091	St3gal5
chr6	145250672	145252672	+	ENSMUSG00000087277	2010013B24Rik
chr4	74923209	74925209	-	ENSMUSG00000028398	3110001D03Rik
chr8	107896174	107898174	+	ENSMUSG00000014782	Plekhg4
chr15	82788726	82790726	-	ENSMUSG00000092751	Mir3080
chr13	48112977	48114977	-	ENSMUSG00000047324	4931429P17Rik
chr1	134035262	134037262	-	ENSMUSG00000026437	Cdk18
chr15	98125561	98127561	-	ENSMUSG00000022987	Zfp641
chr1	74981173	74983173	-	ENSMUSG00000047021	Ccdc108
chr12	106573804	106575804	+	ENSMUSG00000086023	2810011L19Rik
chrX	7495948	7497948	+	ENSMUSG00000039278	Pcsk1n
chr10	86371224	86373224	+	ENSMUSG00000089775	Gm16270
chr17	72021601	72023601	+	ENSMUSG00000045761	Fam179a
chr6	90553719	90555719	+	ENSMUSG00000030089	Slc41a3
chr10	58137402	58139402	-	ENSMUSG00000003227	Edar
chr13	14614493	14616493	-	ENSMUSG00000021301	Hecw1
chr15	75843766	75845766	-	ENSMUSG00000046761	Fam83h
chr8	13676603	13678603	-	ENSMUSG00000031453	Rasa3
chr11	113617016	113619016	+	ENSMUSG00000083090	Gm11736
chrX	97169945	97171945	+	ENSMUSG00000059327	Eda
chr13	50561676	50563676	+	ENSMUSG00000071909	Gm806
chr9	79920563	79922563	-	ENSMUSG00000093779	Gm20648
chr1	92865238	92867238	-	ENSMUSG00000026304	Rab17
chr1	12980258	12982258	-	ENSMUSG00000025938	Slco5a1
chr16	38900584	38902584	+	ENSMUSG00000022790	Igsf11
chr12	85749021	85751021	+	ENSMUSG00000057265	2900006K08Rik
chr13	34026689	34028689	+	ENSMUSG00000085457	1110046J04Rik
chr11	70500607	70502607	-	ENSMUSG00000040712	Camta2
chr18	61370266	61372266	-	ENSMUSG00000034320	Slc26a2
chr4	154771221	154773221	-	ENSMUSG00000029054	Gabrd
chr6	84055996	84057996	-	ENSMUSG00000087001	Gm15475
chrX	45871462	45873462	+	ENSMUSG00000031104	Rab33a
chr14	55250166	55252166	+	ENSMUSG00000092443	Gm20726
chr9	103131774	103133774	-	ENSMUSG00000032554	Trf
chr7	25100685	25102685	-	ENSMUSG00000074282	Zfp94
chr8	96958005	96960005	-	ENSMUSG00000074153	9330175E14Rik
chr1	134125344	134127344	-	ENSMUSG00000066936	Gm10188
chr5	31012937	31014937	+	ENSMUSG00000029168	Dpysl5
chr6	108514582	108516582	-	ENSMUSG00000043024	Gm16433
chr3	129457240	129459240	-	ENSMUSG00000028017	Egf
chr10	81021239	81023239	+	ENSMUSG00000054452	Aes
chr1	171857779	171859779	+	ENSMUSG00000070532	1700084C01Rik
chr10	100050893	100052893	-	ENSMUSG00000046567	4930430F08Rik
chr19	5725317	5727317	-	ENSMUSG00000024937	Ehbp1l1
chr11	120302945	120304945	+	ENSMUSG00000039691	Tspan10
chr1	9590280	9592280	+	ENSMUSG00000067879	3110035E14Rik
chr9	15513182	15515182	+	ENSMUSG00000043885	Slc36a4
chr13	24082083	24084083	-	ENSMUSG00000021337	Scgn
chr3	113732458	113734458	+	ENSMUSG00000027966	Col11a1
chr2	179758692	179760692	+	ENSMUSG00000039108	Lsm14b
chr5	110813854	110815854	+	ENSMUSG00000090661	Gm17724
chr5	137993745	137995745	+	ENSMUSG00000029712	Actl6b
chr15	55388303	55390303	-	ENSMUSG00000022370	Mrpl13
chr3	100913201	100915201	-	ENSMUSG00000027864	Ptgfrn
chr3	87861417	87863417	-	ENSMUSG00000028070	Apoa1bp
chr3	142158864	142160864	+	ENSMUSG00000040264	Gbp5
chr5	77444048	77446048	+	ENSMUSG00000029248	1700023E05Rik
chr9	99616686	99618686	-	ENSMUSG00000032473	Cldn18
chr17	36388331	36390331	-	ENSMUSG00000092317	Gm6633
chr12	4847401	4849401	-	ENSMUSG00000020635	Fkbp1b
chr4	117963010	117965010	-	ENSMUSG00000033295	Ptprf
chr7	73005620	73007620	+	ENSMUSG00000030513	Pcsk6
chr14	71041075	71043075	-	ENSMUSG00000022101	Fgf17
chr18	67502757	67504757	-	ENSMUSG00000046415	B430212C06Rik
chr9	36832984	36834984	+	ENSMUSG00000077401	n-R5s82
chr4	129724018	129726018	-	ENSMUSG00000085517	Gm12963
chr2	120995390	120997390	+	ENSMUSG00000027263	Tubgcp4
chr9	66643846	66645846	+	ENSMUSG00000074232	Gm10647
chr5	134574078	134576078	-	ENSMUSG00000087344	Gm15627
chr7	105641732	105643732	+	ENSMUSG00000090958	Lrrc32
chr14	115442222	115444222	+	ENSMUSG00000065416	Mir19a
chr11	72093518	72095518	+	ENSMUSG00000084599	n-R5s70
chr5	114540579	114542579	-	ENSMUSG00000042078	Svop
chrX	148577811	148579811	+	ENSMUSG00000041115	Iqsec2
chr8	86422400	86424400	-	ENSMUSG00000087392	Gm16994
chr1	84691796	84693796	-	ENSMUSG00000036766	Dner
chr7	3218483	3220483	+	ENSMUSG00000078032	Mir291b
chr12	8776987	8778987	-	ENSMUSG00000087567	Gm4755
chr11	101754688	101756688	-	ENSMUSG00000001493	Meox1
chr15	64213481	64215481	-	ENSMUSG00000022377	Asap1
chr14	64054231	64056231	+	ENSMUSG00000035095	Fam167a
chr5	116761369	116763369	+	ENSMUSG00000086715	B230112J18Rik
chr14	56492572	56494572	-	ENSMUSG00000090992	Gm17588
chr10	7077791	7079791	+	ENSMUSG00000091618	H60c
chr11	50166964	50168964	+	ENSMUSG00000050087	Cby3
chr5	91196544	91198544	+	ENSMUSG00000029372	Ppbp
chr11	50665084	50667084	-	ENSMUSG00000086226	Gm12660
chr19	5348574	5350574	-	ENSMUSG00000024846	Cst6
chr13	107811206	107813206	-	ENSMUSG00000021693	Kif2a
chr1	23262245	23264245	-	ENSMUSG00000073729	Gm6420
chr2	73194325	73196325	+	ENSMUSG00000085519	Gm13703
chr5	108876910	108878910	-	ENSMUSG00000029490	Mfsd7a
chr3	121498382	121500382	+	ENSMUSG00000091716	Gm17676
chr19	6417731	6419731	+	ENSMUSG00000033768	Nrxn2
chr16	5203105	5205105	-	ENSMUSG00000023143	Nagpa
chr5	3844173	3846173	+	ENSMUSG00000040367	4932412H11Rik
chr4	45695461	45697461	+	ENSMUSG00000073860	Gm829
chr14	55734772	55736772	-	ENSMUSG00000022208	Jph4
chr16	30309865	30311865	-	ENSMUSG00000047953	Gp5
chr2	28416717	28418717	+	ENSMUSG00000087667	Gm13381
chr5	68237671	68239671	-	ENSMUSG00000037685	Atp8a1
chr17	49753461	49755461	+	ENSMUSG00000023999	Kif6
chr2	69698619	69700619	+	ENSMUSG00000068882	Ssb
chr1	75541841	75543841	+	ENSMUSG00000006576	Slc4a3
chr6	116622854	116624854	-	ENSMUSG00000042129	Rassf4
chr4	42886106	42888106	-	ENSMUSG00000050141	BC049635
chr16	17275393	17277393	+	ENSMUSG00000055692	Tmem191c
chrM	9167	11167	+	ENSMUSG00000064363	mt-Nd4
chr18	84818476	84820476	-	ENSMUSG00000056162	Cndp1
chr7	25856388	25858388	-	ENSMUSG00000003378	Grik5
chr11	96873708	96875708	+	ENSMUSG00000038560	Sp6
chr3	116670185	116672185	+	ENSMUSG00000080907	4930455H04Rik
chr11	67734655	67736655	-	ENSMUSG00000020905	Usp43
chr15	100961023	100963023	-	ENSMUSG00000087690	Gm16031
chr10	80805011	80807011	-	ENSMUSG00000034872	Gipc3
chr1	163934100	163936100	+	ENSMUSG00000090260	2810442N19Rik
chr16	90737569	90739569	+	ENSMUSG00000039956	Mrap
chr19	46746464	46748464	-	ENSMUSG00000003555	Cyp17a1
chr2	119096008	119098008	-	ENSMUSG00000034226	Rhov
chr5	147032131	147034131	-	ENSMUSG00000029634	Rnf6
chr7	51490492	51492492	-	ENSMUSG00000038782	1700028J19Rik
chr13	19788663	19790663	-	ENSMUSG00000041138	Txndc3
chr18	46515621	46517621	-	ENSMUSG00000090893	Gm4840
chr19	47939035	47941035	+	ENSMUSG00000025069	Gsto2
chr3	98083358	98085358	+	ENSMUSG00000027875	Hmgcs2
chr12	117500498	117502498	-	ENSMUSG00000042050	Wdr60
chr18	46886996	46888996	-	ENSMUSG00000033022	Cdo1
chr1	137270814	137272814	-	ENSMUSG00000041889	Shisa4
chr15	54576257	54578257	+	ENSMUSG00000037362	Nov
chr12	110778211	110780211	+	ENSMUSG00000021268	Meg3
chr6	88576439	88578439	-	ENSMUSG00000033182	Kbtbd12
chr4	124538415	124540415	-	ENSMUSG00000042763	Maneal
chr2	80420537	80422537	-	ENSMUSG00000027002	Nckap1
chr15	12668679	12670679	-	ENSMUSG00000022197	Pdzd2
chr7	149558658	149560658	-	ENSMUSG00000045777	6330512M04Rik
chr5	122499111	122501111	-	ENSMUSG00000042589	Cux2
chr4	96219352	96221352	-	ENSMUSG00000052914	Cyp2j6
chr1	74171115	74173115	+	ENSMUSG00000061815	Rufy4
chr2	180331495	180333495	+	ENSMUSG00000027570	Col9a3
chr2	119585167	119587167	-	ENSMUSG00000027297	Ltk
chr19	32462706	32464706	+	ENSMUSG00000024893	2700046G09Rik
chr15	76286868	76288868	+	ENSMUSG00000034161	Scx
chr2	166617031	166619031	+	ENSMUSG00000042854	Trp53rk
chr11	86806209	86808209	-	ENSMUSG00000018427	Ypel2
chr1	87912391	87914391	+	ENSMUSG00000026226	Spata3
chr18	38156228	38158228	-	ENSMUSG00000024451	Arap3
chr9	49147732	49149732	+	ENSMUSG00000032259	Drd2
chr2	91760085	91762085	-	ENSMUSG00000075036	Gm10805
chr18	37832989	37834989	+	ENSMUSG00000023036	Pcdhga8
chr18	37832989	37834989	+	ENSMUSG00000023036	Pcdhga11
chr18	37832989	37834989	+	ENSMUSG00000023036	Pcdhga3
chr18	37832989	37834989	+	ENSMUSG00000023036	Pcdhgc4
chr18	37832989	37834989	+	ENSMUSG00000023036	Pcdhga9
chr18	37832989	37834989	+	ENSMUSG00000023036	Pcdhgc5
chr18	37832989	37834989	+	ENSMUSG00000023036	Pcdhga12
chr18	37832989	37834989	+	ENSMUSG00000023036	Pcdhgc3
chr9	4795234	4797234	-	ENSMUSG00000025892	Gria4
chr11	100930326	100932326	+	ENSMUSG00000001751	Naglu
chr1	70771289	70773289	+	ENSMUSG00000045648	Vwc2l
chr4	81710335	81712335	+	ENSMUSG00000085022	Gm5860
chr4	129955449	129957449	-	ENSMUSG00000023232	Serinc2
chr14	79247985	79249985	+	ENSMUSG00000058997	1300010F03Rik
chr1	154654020	154656020	+	ENSMUSG00000026480	Ncf2
chr2	28417923	28419923	-	ENSMUSG00000026818	Cel
chr12	114816201	114818201	-	ENSMUSG00000076633	Ighv5-2
chr7	51844994	51846994	-	ENSMUSG00000087560	Gm15396
chr12	109678480	109680480	-	ENSMUSG00000082203	Gm15636
chr19	40904769	40906769	+	ENSMUSG00000025010	Ccnj
chr9	3022547	3024547	+	ENSMUSG00000074562	Gm10718
chr10	84646799	84648799	-	ENSMUSG00000020038	Cry1
chr7	19509698	19511698	+	ENSMUSG00000030411	Nova2
chr8	119648235	119650235	+	ENSMUSG00000093446	Gm20694
chr16	45653231	45655231	-	ENSMUSG00000033187	BC016579
chr9	106462956	106464956	-	ENSMUSG00000023577	Iqcf3
chr4	45727041	45729041	+	ENSMUSG00000085305	Gm12410
chr3	83592878	83594878	-	ENSMUSG00000085848	Gm16790
chr3	28679030	28681030	-	ENSMUSG00000091329	1700112D23Rik
chr5	148133016	148135016	-	ENSMUSG00000075543	Prhoxnb
chr18	39649955	39651955	-	ENSMUSG00000024431	Nr3c1
chr7	112573331	112575331	+	ENSMUSG00000030898	Cckbr
chr10	127436734	127438734	-	ENSMUSG00000025396	Hsd17b6
chr10	61714186	61716186	+	ENSMUSG00000020081	Tacr2
chr1	17134443	17136443	+	ENSMUSG00000025777	Gdap1
chr1	196802153	196804153	-	ENSMUSG00000086469	Gm16897
chr8	4225827	4227827	+	ENSMUSG00000046589	Lrrc8e
chr2	145726835	145728835	+	ENSMUSG00000002728	Naa20
chr9	3031085	3033085	+	ENSMUSG00000061971	Gm10106
chr5	116180630	116182630	-	ENSMUSG00000041609	Ccdc64
chr11	68769982	68771982	-	ENSMUSG00000052921	Arhgef15
chr13	58711238	58713238	-	ENSMUSG00000021553	Slc28a3
chr2	118488039	118490039	+	ENSMUSG00000074923	Pak6
chr5	114722816	114724816	-	ENSMUSG00000042002	Foxn4
chr18	37648119	37650119	+	ENSMUSG00000048347	Pcdhb18
chr7	127346475	127348475	+	ENSMUSG00000062017	Abca14
chr7	4946760	4948760	-	ENSMUSG00000051550	Zfp579
chr2	60387814	60389814	+	ENSMUSG00000086578	Gm13583
chr13	108835618	108837618	+	ENSMUSG00000071180	2810008M24Rik
chr3	126298220	126300220	+	ENSMUSG00000053819	Camk2d
chr11	100719665	100721665	+	ENSMUSG00000004043	Stat5a
chr9	105033135	105035135	-	ENSMUSG00000032565	Nudt16
chr19	30248908	30250908	-	ENSMUSG00000024827	Gldc
chr8	73386026	73388026	+	ENSMUSG00000020887	A230052G05Rik
chr11	82723052	82725052	+	ENSMUSG00000018845	Unc45b
chr9	114276421	114278421	+	ENSMUSG00000074039	4930520O04Rik
chr13	55013596	55015596	+	ENSMUSG00000085896	5330429C05Rik
chrX	149573524	149575524	+	ENSMUSG00000041658	Rragb
chr11	114625702	114627702	+	ENSMUSG00000010021	Kif19a
chr2	181427682	181429682	-	ENSMUSG00000002458	Rgs19
chr2	147149823	147151823	-	ENSMUSG00000084774	Gm14110
chr11	94346493	94348493	-	ENSMUSG00000020867	Spata20
chr17	35017987	35019987	-	ENSMUSG00000092511	Gm20547
chr3	154326060	154328060	+	ENSMUSG00000042943	4922501L14Rik
chr6	38825189	38827189	-	ENSMUSG00000061436	Hipk2
chr13	113835596	113837596	-	ENSMUSG00000021760	Gpx8
chr17	69505150	69507150	+	ENSMUSG00000024044	Epb4.1l3
chr8	3278617	3280617	-	ENSMUSG00000005534	Insr
chr2	103650774	103652774	-	ENSMUSG00000081348	Gm13878
chr19	18823473	18825473	+	ENSMUSG00000024727	Trpm6
chr14	66898889	66900889	-	ENSMUSG00000059456	Ptk2b
chr3	137729352	137731352	-	ENSMUSG00000049349	Gm5105
chr19	23726302	23728302	-	ENSMUSG00000033053	1700028P14Rik
chr5	35398462	35400462	+	ENSMUSG00000044716	Dok7
chr17	57216933	57218933	-	ENSMUSG00000002668	Dennd1c
chr3	95685174	95687174	-	ENSMUSG00000038550	Gm129
chr17	57198286	57200286	-	ENSMUSG00000046329	Slc25a23
chr5	5572952	5574952	+	ENSMUSG00000073234	Gm8773
chr13	58249138	58251138	+	ENSMUSG00000092091	1700066J03Rik
chr11	107775369	107777369	-	ENSMUSG00000040373	Cacng5
chr18	37636422	37638422	+	ENSMUSG00000047910	Pcdhb16
chr7	86887017	86889017	-	ENSMUSG00000030545	Pex11a
chr6	81872663	81874663	+	ENSMUSG00000035125	AW146020
chr2	153050177	153052177	-	ENSMUSG00000074671	Tspyl3
chr11	98244125	98246125	+	ENSMUSG00000007877	Tcap
chr5	135869416	135871416	-	ENSMUSG00000053293	Pom121
chr16	70313194	70315194	+	ENSMUSG00000022707	Gbe1
chr3	58688262	58690262	-	ENSMUSG00000043850	Clrn1
chr1	138129841	138131841	-	ENSMUSG00000041605	5730559C18Rik
chr7	29086257	29088257	-	ENSMUSG00000003436	Dll3
chr11	51074232	51076232	+	ENSMUSG00000020385	Clk4
chr17	32302825	32304825	-	ENSMUSG00000038146	Notch3
chr11	87171525	87173525	-	ENSMUSG00000046442	Ppm1e
chr8	41950001	41952001	-	ENSMUSG00000090836	Gm17475
chr12	85349448	85351448	+	ENSMUSG00000072949	Acot1
chr11	58730410	58732410	+	ENSMUSG00000020490	Btnl10
chr11	116918739	116920739	+	ENSMUSG00000085104	Gm11731
chr4	128963861	128965861	+	ENSMUSG00000001333	Sync
chr6	103459870	103461870	+	ENSMUSG00000030077	Chl1
chr8	129089870	129091870	+	ENSMUSG00000085964	Gm16983
chr6	90377791	90379791	-	ENSMUSG00000048794	Ccdc37
chr8	32296803	32298803	+	ENSMUSG00000046152	Fut10
chr4	133898096	133900096	+	ENSMUSG00000028836	Slc30a2
chr17	23815332	23817332	+	ENSMUSG00000023906	Cldn6
chr6	145129795	145131795	+	ENSMUSG00000086863	Gm15543
chr7	3332055	3334055	+	ENSMUSG00000069806	Cacng7
chr17	34175382	34177382	+	ENSMUSG00000024330	Col11a2
chr2	164015344	164017344	-	ENSMUSG00000042845	Wfdc12
